task,team,user,is_user_with_correct_submission,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals
vbs23-kis-t3,CVHunter,1,0,1673261625170,223871,,221.0,221.0,221.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with another glass lift,
vbs23-kis-t3,CVHunter,1,0,1673261626846,225547,,221.0,221.0,221.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with another glass lift,
vbs23-kis-t3,CVHunter,0,0,1673261633596,232297,,1097.0,1097.0,1097.0,IMAGE,feedbackModel,Bayes CLIP 7882:1731_12597:8412_11240:5281_6913:3400_1823:6518_5593:22493_13420:809_399:1588_3364:675_11731:8012_| group:1|16401:1862_,
vbs23-kis-t3,CVHunter,1,0,1673261641520,240221,,291.0,787.0,538.0,IMAGE,JointEmbedding,14480:12269 : rows=True,
vbs23-kis-t3,CVHunter,1,0,1673261645346,244047,,inf,inf,inf,BROWSING,SimilarityDetailClose,14480:12269,1673261626846
vbs23-kis-t3,CVHunter,0,0,1673261650480,249181,,inf,inf,inf,BROWSING,DetailWindowOpen,14832:4675,
vbs23-kis-t3,CVHunter,0,0,1673261653226,251927,,inf,inf,inf,BROWSING,DetailWindowClose,14832:4675,
vbs23-kis-t3,CVHunter,0,0,1673261657998,256699,,inf,inf,inf,BROWSING,DetailWindowOpen,15822:944,
vbs23-kis-t3,CVHunter,0,0,1673261661512,260213,,inf,inf,inf,BROWSING,DetailWindowClose,15822:944,
vbs23-kis-t3,CVHunter,1,0,1673261669322,268023,,inf,inf,inf,IMAGE,JointEmbedding,11322:11588 : rows=True,
vbs23-kis-t3,CVHunter,1,0,1673261673238,271939,,inf,inf,inf,BROWSING,SimilarityDetailClose,11322:11588,1673261626846
vbs23-kis-t3,CVHunter,1,0,1673261682827,281528,,304.0,561.0,561.0,IMAGE,JointEmbedding,11691:17233 : rows=True,
vbs23-kis-t3,CVHunter,1,0,1673261690902,289603,,304.0,561.0,561.0,IMAGE,JointEmbedding,11691:17233 : rows=True,
vbs23-kis-t3,CVHunter,0,0,1673261692494,291195,,84.0,84.0,84.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof,
vbs23-kis-t3,CVHunter,0,0,1673261693955,292656,,84.0,84.0,84.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof,
vbs23-kis-t3,CVHunter,1,0,1673261698574,297275,,inf,inf,inf,BROWSING,SimilarityDetailClose,11691:17233,1673261626846
vbs23-kis-t3,CVHunter,1,0,1673261707503,306204,,231.0,231.0,231.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with visible another glass lift,
vbs23-kis-t3,CVHunter,1,0,1673261709171,307872,,231.0,231.0,231.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with visible another glass lift,
vbs23-kis-t3,CVHunter,0,0,1673261713982,312683,,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof and cables visible§,
vbs23-kis-t3,CVHunter,1,0,1673261714348,313049,,210.0,210.0,210.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with visible another glass lift on right,
vbs23-kis-t3,CVHunter,0,0,1673261715505,314206,,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof and cables visible§,
vbs23-kis-t3,CVHunter,1,0,1673261715911,314612,,210.0,210.0,210.0,TEXT,JointEmbedding,CLIP: glass roof of a elevator with visible another glass lift on right,
vbs23-kis-t3,CVHunter,0,0,1673261718726,317427,,6.0,6.0,6.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof and cables visible,
vbs23-kis-t3,CVHunter,0,0,1673261720398,319099,,6.0,6.0,6.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator going up looking through the glass roof and cables visible,
vbs23-kis-t3,CVHunter,1,0,1673261724745,323446,,inf,inf,inf,BROWSING,DetailWindowOpen,1549:3551,
vbs23-kis-t3,CVHunter,1,0,1673261729063,327764,,inf,inf,inf,BROWSING,DetailWindowClose,1549:3551,
vbs23-kis-t3,CVHunter,0,0,1673261734198,332899,,inf,inf,inf,BROWSING,DetailWindowOpen,2495:2105,
vbs23-kis-t3,CVHunter,0,0,1673261738146,336847,,inf,inf,inf,BROWSING,DetailWindowClose,2495:2105,
vbs23-kis-t3,CVHunter,0,0,1673261748047,346748,,53.0,53.0,53.0,IMAGE,feedbackModel,Bayes CLIP 12984:444_5896:2990_1951:4812_3304:2900_5903:3181_11240:944_3957:25362_15657:5912_15993:5700_6609:33581_| group:1|16401:1862_5593:22493_1549:3551_628:4975_2495:2105_,
vbs23-kis-t3,CVHunter,1,0,1673261748344,347045,,inf,inf,inf,BROWSING,DetailWindowOpen,15558:15279,
vbs23-kis-t3,CVHunter,1,0,1673261751613,350314,,inf,inf,inf,BROWSING,DetailWindowClose,15558:15279,
vbs23-kis-t3,CVHunter,1,0,1673261759306,358007,,inf,inf,inf,BROWSING,DetailWindowOpen,16401:1862,
vbs23-kis-t3,CVHunter,0,0,1673261762283,360984,,inf,inf,inf,BROWSING,DetailWindowOpen,14480:12250,
vbs23-kis-t3,CVHunter,1,0,1673261762657,361358,,inf,inf,inf,BROWSING,DetailWindowClose,16401:1862,
vbs23-kis-t3,CVHunter,0,0,1673261764796,363497,,inf,inf,inf,BROWSING,DetailWindowClose,14480:12250,
vbs23-kis-t3,CVHunter,1,0,1673261769680,368381,,inf,inf,inf,BROWSING,DetailWindowOpen,269:7680,
vbs23-kis-t3,CVHunter,1,0,1673261772362,371063,,inf,inf,inf,BROWSING,DetailWindowClose,269:7680,
vbs23-kis-t3,CVHunter,1,0,1673261778870,377571,,163.0,163.0,163.0,IMAGE,JointEmbedding,12933:1050 : rows=True,
vbs23-kis-t3,CVHunter,0,0,1673261781514,380215,,9.0,9.0,9.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator with cables visible,
vbs23-kis-t3,CVHunter,1,0,1673261781994,380695,,inf,inf,inf,BROWSING,SimilarityDetailClose,12933:1050,1673261715911
vbs23-kis-t3,CVHunter,0,0,1673261783052,381753,,9.0,9.0,9.0,TEXT,JointEmbedding,CLIP: a view from a glass elevator with cables visible,
vbs23-kis-t3,CVHunter,1,0,1673261793600,392301,,inf,inf,inf,BROWSING,DetailWindowOpen,11322:11594,
vbs23-kis-t3,CVHunter,0,0,1673261795111,393812,,inf,inf,inf,BROWSING,DetailWindowOpen,13562:8452,
vbs23-kis-t3,CVHunter,0,0,1673261797619,396320,,inf,inf,inf,BROWSING,DetailWindowClose,13562:8452,
vbs23-kis-t3,CVHunter,1,0,1673261798893,397594,,inf,inf,inf,BROWSING,DetailWindowClose,11322:11594,
vbs23-kis-t3,CVHunter,1,0,1673261802179,400880,,inf,inf,inf,IMAGE,JointEmbedding,11322:11594 : rows=True,
vbs23-kis-t3,CVHunter,1,0,1673261818824,417525,,inf,inf,inf,BROWSING,SimilarityDetailClose,11322:11594,1673261715911
vbs23-kis-t4,CVHunter,0,0,1673262338207,15452,,855.0,855.0,855.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor,
vbs23-kis-t4,CVHunter,0,0,1673262339619,16864,,855.0,855.0,855.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor,
vbs23-kis-t4,CVHunter,0,0,1673262351709,28954,,798.0,798.0,798.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall,
vbs23-kis-t4,CVHunter,1,0,1673262352322,29567,,2228.0,2228.0,2228.0,TEXT,JointEmbedding,CLIP: two sailing ships leaving a harbour,
vbs23-kis-t4,CVHunter,0,0,1673262353040,30285,,798.0,798.0,798.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall,
vbs23-kis-t4,CVHunter,1,0,1673262353886,31131,,2228.0,2228.0,2228.0,TEXT,JointEmbedding,CLIP: two sailing ships leaving a harbour,
vbs23-kis-t4,CVHunter,0,0,1673262356320,33565,,inf,inf,inf,BROWSING,DetailWindowOpen,4372:23856,
vbs23-kis-t4,CVHunter,0,0,1673262360006,37251,,inf,inf,inf,BROWSING,DetailWindowClose,4372:23856,
vbs23-kis-t4,CVHunter,0,0,1673262361164,38409,,inf,inf,inf,BROWSING,DetailWindowOpen,10743:11126,
vbs23-kis-t4,CVHunter,0,0,1673262364541,41786,,inf,inf,inf,BROWSING,DetailWindowClose,10743:11126,
vbs23-kis-t4,CVHunter,0,0,1673262377172,54417,,430.0,430.0,430.0,IMAGE,feedbackModel,Bayes CLIP 14558:3840_4734:48_8811:50094_1062:1356_15406:6056_14558:1278_8602:8681_6318:3027_9944:6352_11539:12750_| group:1|4372:23856_10743:11126_,
vbs23-kis-t4,CVHunter,1,0,1673262391153,68398,,1533.0,1533.0,1533.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour",
vbs23-kis-t4,CVHunter,1,0,1673262392593,69838,,1533.0,1533.0,1533.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour",
vbs23-kis-t4,CVHunter,1,0,1673262403649,80894,,inf,inf,inf,BROWSING,DetailWindowOpen,4372:23856,
vbs23-kis-t4,CVHunter,0,0,1673262404233,81478,,486.0,486.0,486.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun visible,
vbs23-kis-t4,CVHunter,0,0,1673262405863,83108,,486.0,486.0,486.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun visible,
vbs23-kis-t4,CVHunter,1,0,1673262409427,86672,,inf,inf,inf,BROWSING,DetailWindowClose,4372:23856,
vbs23-kis-t4,CVHunter,0,0,1673262425789,103034,,2411.0,2411.0,2411.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun behind clouds,
vbs23-kis-t4,CVHunter,0,0,1673262427401,104646,,2411.0,2411.0,2411.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun behind clouds,
vbs23-kis-t4,CVHunter,1,0,1673262432047,109292,,inf,inf,inf,BROWSING,DetailWindowOpen,8483:5387,
vbs23-kis-t4,CVHunter,0,0,1673262433344,110589,,inf,inf,inf,BROWSING,DetailWindowOpen,13978:1852,
vbs23-kis-t4,CVHunter,1,0,1673262434320,111565,,inf,inf,inf,BROWSING,DetailWindowClose,8483:5387,
vbs23-kis-t4,CVHunter,0,0,1673262438071,115316,,inf,inf,inf,BROWSING,DetailWindowClose,13978:1852,
vbs23-kis-t4,CVHunter,0,0,1673262443479,120724,,inf,inf,inf,BROWSING,DetailWindowOpen,4734:48,
vbs23-kis-t4,CVHunter,0,0,1673262450113,127358,,inf,inf,inf,BROWSING,DetailWindowClose,4734:48,
vbs23-kis-t4,CVHunter,1,0,1673262461090,138335,,512.0,512.0,512.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262462390,139635,,512.0,512.0,512.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, Turkish flag",
vbs23-kis-t4,CVHunter,0,0,1673262466206,143451,,421.0,421.0,421.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun behind clouds ship with turkish flag,
vbs23-kis-t4,CVHunter,0,0,1673262467661,144906,,421.0,421.0,421.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving harbor behind a stone wall mountains in the background and sun behind clouds ship with turkish flag,
vbs23-kis-t4,CVHunter,1,0,1673262480699,157944,,1573.0,1573.0,1573.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, smal lboat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262482020,159265,,1573.0,1573.0,1573.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, smal lboat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262486387,163632,,2153.0,2153.0,2153.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262487507,164752,,2153.0,2153.0,2153.0,TEXT,JointEmbedding,"CLIP: two sailing ships leaving, harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,0,0,1673262487557,164802,,5668.0,inf,inf,TEXT,JointEmbedding,Temporal CLIP: sailing ship leaving harbor > boat with turkish flag,
vbs23-kis-t4,CVHunter,0,0,1673262489861,167106,,5668.0,inf,inf,TEXT,JointEmbedding,Temporal CLIP: sailing ship leaving harbor > boat with turkish flag,
vbs23-kis-t4,CVHunter,0,0,1673262520888,198133,,142.0,142.0,142.0,IMAGE,feedbackModel,Bayes CLIP 11399:31064_4082:594_14558:3384_6382:5625_12393:7475_439:6189_17113:2790_15962:3619_8430:4738_2965:8009_| group:1|8430:4706_8430:4838_,
vbs23-kis-t4,CVHunter,1,0,1673262528132,205377,,1755.0,1755.0,1755.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving, harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262529366,206611,,1755.0,1755.0,1755.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving, harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262532349,209594,,1452.0,3118.0,3118.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,1,0,1673262533469,210714,,1452.0,3118.0,3118.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving harbour, small boat with Turkish flag",
vbs23-kis-t4,CVHunter,0,0,1673262552281,229526,,5373.0,inf,inf,TEXT,JointEmbedding,Temporal CLIP:  boat with turkish flag > ship with two masts leaving a harbor with stone wall and lighthouse,
vbs23-kis-t4,CVHunter,0,0,1673262554315,231560,,5373.0,inf,inf,TEXT,JointEmbedding,Temporal CLIP:  boat with turkish flag > ship with two masts leaving a harbor with stone wall and lighthouse,
vbs23-kis-t4,CVHunter,1,0,1673262558979,236224,,1722.0,2129.0,2129.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving harbour, small boat with Turkish flag, white beacon",
vbs23-kis-t4,CVHunter,1,0,1673262560222,237467,,1722.0,2129.0,2129.0,TEXT,JointEmbedding,"CLIP: sailing ship leaving harbour, small boat with Turkish flag, white beacon",
vbs23-kis-t4,CVHunter,0,0,1673262567170,244415,,inf,inf,inf,BROWSING,DetailWindowOpen,13538:1750,
vbs23-kis-t4,CVHunter,0,0,1673262570219,247464,,inf,inf,inf,BROWSING,DetailWindowClose,13538:1750,
vbs23-kis-t4,CVHunter,1,0,1673262579191,256436,,inf,inf,inf,BROWSING,DetailWindowOpen,14558:1278,
vbs23-kis-t4,CVHunter,1,0,1673262582888,260133,,inf,inf,inf,BROWSING,DetailWindowClose,14558:1278,
vbs23-kis-t4,CVHunter,0,0,1673262584907,262152,,2247.0,inf,9604.0,TEXT,JointEmbedding,Temporal CLIP:  boat with turkish flag > ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back,
vbs23-kis-t4,CVHunter,0,0,1673262586919,264164,,2247.0,inf,9604.0,TEXT,JointEmbedding,Temporal CLIP:  boat with turkish flag > ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back,
vbs23-kis-t4,CVHunter,1,0,1673262594213,271458,,inf,inf,inf,BROWSING,DetailWindowOpen,11399:31169,
vbs23-kis-t4,CVHunter,0,0,1673262597224,274469,,148.0,148.0,148.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back,
vbs23-kis-t4,CVHunter,0,0,1673262598685,275930,,148.0,148.0,148.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back,
vbs23-kis-t4,CVHunter,1,0,1673262601072,278317,,inf,inf,inf,BROWSING,DetailWindowClose,11399:31169,
vbs23-kis-t4,CVHunter,1,0,1673262602568,279813,,inf,inf,inf,BROWSING,VideoDetailOpen,11399:31169,
vbs23-kis-t4,CVHunter,0,0,1673262613391,290636,,inf,inf,inf,BROWSING,DetailWindowOpen,16997:1981,
vbs23-kis-t4,CVHunter,1,0,1673262616124,293369,,inf,inf,inf,BROWSING,VideoDetailClose,11399:31169,1673262560222
vbs23-kis-t4,CVHunter,0,0,1673262618818,296063,,inf,inf,inf,BROWSING,DetailWindowClose,16997:1981,
vbs23-kis-t4,CVHunter,0,0,1673262624704,301949,,inf,inf,inf,BROWSING,DetailWindowOpen,9831:5485,
vbs23-kis-t4,CVHunter,0,0,1673262629189,306434,,inf,inf,inf,BROWSING,DetailWindowClose,9831:5485,
vbs23-kis-t4,CVHunter,1,0,1673262643408,320653,,684.0,9238.0,9238.0,IMAGE,JointEmbedding,13978:1852 : rows=True,
vbs23-kis-t4,CVHunter,0,0,1673262643742,320987,,inf,inf,inf,BROWSING,DetailWindowOpen,4734:1050,
vbs23-kis-t4,CVHunter,0,0,1673262645845,323090,,inf,inf,inf,BROWSING,DetailWindowClose,4734:1050,
vbs23-kis-t4,CVHunter,1,0,1673262661132,338377,,inf,inf,inf,BROWSING,SimilarityDetailClose,13978:1852,1673262560222
vbs23-kis-t4,CVHunter,0,0,1673262671653,348898,,142.0,142.0,142.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back. other small boats visible,
vbs23-kis-t4,CVHunter,0,0,1673262673025,350270,,142.0,142.0,142.0,TEXT,JointEmbedding,CLIP: sailing ship with two masts leaving a harbor with stone wall and lighthouse and mountains on the back. other small boats visible,
vbs23-kis-t4,CVHunter,1,0,1673262673145,350390,,40.0,63.0,63.0,IMAGE,JointEmbedding,4372:23856 : rows=True,
vbs23-kis-t4,CVHunter,1,0,1673262683238,360483,,347.0,1400.0,1400.0,IMAGE,JointEmbedding,4734:1050 : rows=True,
vbs23-kis-t4,CVHunter,0,0,1673262693876,371121,,249.0,inf,1965.0,IMAGE,feedbackModel,Bayes CLIP 543:3141_12992:23378_15406:6056_6318:3027_4734:30_9944:6442_13849:34550_16872:2475_12992:32662_9604:3608_| group:1|10743:11126_5297:5145_9831:8122_5465:82_,
vbs23-kis-t4,CVHunter,0,0,1673262697600,374845,,inf,inf,inf,BROWSING,DetailWindowOpen,9831:3087,
vbs23-kis-t4,CVHunter,0,0,1673262700901,378146,,inf,inf,inf,BROWSING,DetailWindowClose,9831:3087,
vbs23-kis-t4,CVHunter,0,0,1673262708918,386163,,inf,inf,inf,BROWSING,DetailWindowOpen,2077:250,
vbs23-kis-t4,CVHunter,0,0,1673262712407,389652,,inf,inf,inf,BROWSING,DetailWindowClose,2077:250,
vbs23-kis-t4,CVHunter,0,0,1673262714970,392215,,inf,inf,inf,BROWSING,DetailWindowOpen,13567:7283,
vbs23-kis-t4,CVHunter,0,0,1673262717945,395190,,inf,inf,inf,BROWSING,DetailWindowClose,13567:7283,
vbs23-kis-t5,CVHunter,1,0,1673262845945,19333,105663.0,1056.0,1056.0,1056.0,TEXT,JointEmbedding,"CLIP: wedding party, bride and groom",
vbs23-kis-t5,CVHunter,1,0,1673262847251,20639,105663.0,1056.0,1056.0,1056.0,TEXT,JointEmbedding,"CLIP: wedding party, bride and groom",
vbs23-kis-t5,CVHunter,1,0,1673262858824,32212,105663.0,474.0,474.0,474.0,TEXT,JointEmbedding,"CLIP: wedding party, bride and groom walking ",
vbs23-kis-t5,CVHunter,1,0,1673262860199,33587,105663.0,474.0,474.0,474.0,TEXT,JointEmbedding,"CLIP: wedding party, bride and groom walking ",
vbs23-kis-t5,CVHunter,0,1,1673262866012,39400,105663.0,110.0,110.0,110.0,TEXT,JointEmbedding,Temporal CLIP: group around bride and groom > bride and groom walking while others following,
vbs23-kis-t5,CVHunter,1,0,1673262866602,39990,105663.0,inf,inf,inf,BROWSING,DetailWindowOpen,874:2296,
vbs23-kis-t5,CVHunter,0,1,1673262868025,41413,105663.0,110.0,110.0,110.0,TEXT,JointEmbedding,Temporal CLIP: group around bride and groom > bride and groom walking while others following,
vbs23-kis-t5,CVHunter,1,0,1673262875484,48872,105663.0,inf,inf,inf,BROWSING,DetailWindowClose,874:2296,
vbs23-kis-t5,CVHunter,1,0,1673262879209,52597,105663.0,inf,inf,inf,BROWSING,DetailWindowOpen,4143:3744,
vbs23-kis-t5,CVHunter,1,0,1673262882680,56068,105663.0,inf,inf,inf,BROWSING,DetailWindowClose,4143:3744,
vbs23-kis-t5,CVHunter,1,0,1673262887629,61017,105663.0,inf,inf,inf,BROWSING,DetailWindowOpen,13948:7193,
vbs23-kis-t5,CVHunter,0,1,1673262892450,65838,105663.0,315.0,315.0,315.0,IMAGE,feedbackModel,Temporal Bayes CLIP 8462:9938_552:1506_6363:6550_3351:3350_13635:35744_8277:20957_6134:4663_11922:2981_6963:2438_2088:2464_| group:1|6363:6444_| group:2|6363:6894_,
vbs23-kis-t5,CVHunter,1,0,1673262896159,69547,105663.0,inf,inf,inf,BROWSING,DetailWindowClose,13948:7193,
vbs23-kis-t5,CVHunter,1,0,1673262898133,71521,105663.0,inf,inf,inf,BROWSING,DetailWindowOpen,383:5498,
vbs23-kis-t5,CVHunter,1,0,1673262903920,77308,105663.0,inf,inf,inf,BROWSING,DetailWindowClose,383:5498,
vbs23-kis-t5,CVHunter,0,1,1673262915588,88976,105663.0,4.0,4.0,4.0,TEXT,JointEmbedding,Temporal CLIP: group around bride and groom > bride with a blue bow and white blue flowers and groom walking while others following,
vbs23-kis-t5,CVHunter,0,1,1673262917503,90891,105663.0,4.0,4.0,4.0,TEXT,JointEmbedding,Temporal CLIP: group around bride and groom > bride with a blue bow and white blue flowers and groom walking while others following,
vbs23-kis-t5,CVHunter,1,0,1673262921813,95201,105663.0,3.0,4.0,4.0,TEXT,JointEmbedding,"CLIP: wedding party, bride with blue bow and white and blue flower and groom walking ",
vbs23-kis-t5,CVHunter,1,0,1673262923057,96445,105663.0,3.0,4.0,4.0,TEXT,JointEmbedding,"CLIP: wedding party, bride with blue bow and white and blue flower and groom walking ",
vbs23-kis-t5,CVHunter,0,1,1673262928640,102028,105663.0,inf,inf,inf,BROWSING,DetailWindowOpen,5723:5050,
vbs23-kis-t5,CVHunter,0,1,1673262932009,105397,105663.0,inf,inf,inf,BROWSING,DetailWindowClose,5723:5050,
vbs23-kis-t5,CVHunter,0,1,1673262932130,105518,105663.0,inf,inf,inf,SUBMIT,,?item=05722&frame=5025&session=node01f46iddshud8duses24frm8g927,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-t6,CVHunter,1,0,1673264186183,22809,141909.0,319.0,319.0,319.0,TEXT,JointEmbedding,CLIP: balcony with laundry on a rope,
vbs23-kis-t6,CVHunter,1,0,1673264187649,24275,141909.0,319.0,319.0,319.0,TEXT,JointEmbedding,CLIP: balcony with laundry on a rope,
vbs23-kis-t6,CVHunter,0,1,1673264195312,31938,141909.0,9.0,9.0,9.0,TEXT,JointEmbedding,Temporal CLIP: two people in front of a wall with posters > balcony with laundry hanging,
vbs23-kis-t6,CVHunter,0,1,1673264197270,33896,141909.0,9.0,9.0,9.0,TEXT,JointEmbedding,Temporal CLIP: two people in front of a wall with posters > balcony with laundry hanging,
vbs23-kis-t6,CVHunter,1,0,1673264199270,35896,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,1,0,1673264200846,37472,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,0,1,1673264228519,65145,141909.0,58.0,58.0,58.0,IMAGE,feedbackModel,Temporal Bayes CLIP 5479:16987_12368:2881_12096:11200_6094:2008_16099:7612_4277:5088_15817:212_7969:2875_12223:581_74:6968_| group:2|5479:17437_,
vbs23-kis-t6,CVHunter,1,0,1673264239205,75831,141909.0,2180.0,2180.0,2180.0,IMAGE,feedbackModel,Temporal Bayes CLIP 1409:4988_2340:4794_10200:3128_16487:16400_15809:7440_14442:6800_628:4061_12823:4881_10200:4170_6609:33419_| group:1|1409:5312_| group:2|10200:3184_,
vbs23-kis-t6,CVHunter,0,1,1673264265044,101670,141909.0,1.0,1.0,1.0,TEXT,JointEmbedding,Temporal CLIP:  balcony with laundry hanging > train passing behind two tombstones,
vbs23-kis-t6,CVHunter,0,1,1673264267117,103743,141909.0,1.0,1.0,1.0,TEXT,JointEmbedding,Temporal CLIP:  balcony with laundry hanging > train passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264277033,113659,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,1,0,1673264278675,115301,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,0,1,1673264280709,117335,141909.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP:  batrain passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264281746,118372,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,10200:3165,
vbs23-kis-t6,CVHunter,0,1,1673264282079,118705,141909.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP:  batrain passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264286154,122780,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,10200:3165,
vbs23-kis-t6,CVHunter,1,0,1673264287095,123721,141909.0,inf,inf,inf,BROWSING,VideoDetailOpen,10200:3165,
vbs23-kis-t6,CVHunter,0,1,1673264288617,125243,141909.0,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: train passing behind two tombstones,
vbs23-kis-t6,CVHunter,0,1,1673264290182,126808,141909.0,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: train passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264290246,126872,141909.0,inf,inf,inf,BROWSING,VideoDetailClose,10200:3165,1673264278675
vbs23-kis-t6,CVHunter,0,1,1673264295166,131792,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,3882:1262,
vbs23-kis-t6,CVHunter,0,1,1673264298240,134866,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,3882:1262,
vbs23-kis-t6,CVHunter,0,1,1673264300287,136913,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,12223:775,
vbs23-kis-t6,CVHunter,0,1,1673264305003,141629,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,12223:775,
vbs23-kis-t6,CVHunter,0,1,1673264305097,141723,141909.0,inf,inf,inf,SUBMIT,,?item=12222&frame=656&session=node01f46iddshud8duses24frm8g927,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v2,CVHunter,1,0,1673276009869,13721,,inf,inf,inf,TEXT,JointEmbedding,CLIP: woman with hairspray,
vbs23-kis-v2,CVHunter,1,0,1673276011101,14953,,inf,inf,inf,TEXT,JointEmbedding,CLIP: woman with hairspray,
vbs23-kis-v2,CVHunter,0,0,1673276015967,19819,,1938.0,6444.0,6444.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair,
vbs23-kis-v2,CVHunter,0,0,1673276017423,21275,,1938.0,6444.0,6444.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair,
